0.05	0.6656595185100367	0.673093806478404
0.10	0.5887731359198238	0.5225290665955202
0.15	0.3450934042196465	0.27046772716021183
0.20	0.07300102156883348	0.8376038679476554
0.25	0.39227479037300395	0.2409582829108179
0.30	0.04200306008884014	0.8943113535475606
0.35	0.6087735445237981	0.33139748303725347
0.40	0.8788202086188335	0.9789140813939379
0.45	0.7685408543235686	0.4589059447638266
0.50	0.9331333678072258	0.4662873311919271
0.55	0.4994539744496036	0.3948826986213356
0.60	0.5393349867705948	0.5406728622342971
0.65	0.32771032082882967	0.9316389237190716
0.70	0.42574388885683545	0.2297212752744502
0.75	0.5187841305375211	0.4051749627809744
0.80	0.0618782388487642	0.8176013347215849
0.85	0.2861910822202103	0.5759991036305221
0.90	0.23872361688882782	0.01564881421028752
0.95	0.6739183037160426	0.5378357955125692
1.00	0.971712076722471	0.3447142784094872
